,Employee_Name,Employee_Id,Project_Id,Start_Date,End_Date,Allocated_Days,Completed_In_Days,Login_Time,Logout_Time,isOnTime,Joining_Date,Appraisal_Cycles,YearsInCompany,Complaints_received,average_monthly_hours,Behavior
8628,Brenda Kilgallon,8628,6707,2018-04-02,2021-01-06,1015,1010,8:16,8:35,1,2017-09-13,0,3,0,230,Excellent
8629,Henry Scott,8629,2459,2004-08-19,2005-03-22,212,215,8:39,8:9,0,2003-12-27,8,17,8,172,Below Average
8630,Lillie Flores,8630,7627,2016-07-11,2018-05-16,683,674,10:21,8:38,0,2015-10-27,2,5,3,167,Good
8631,Jamie Resch,8631,2503,2009-04-28,2012-03-07,1041,1044,9:32,7:9,1,2009-01-11,8,12,0,145,Good
8632,Walter Abreu,8632,8694,2009-06-15,2013-12-25,1654,1654,10:8,8:3,0,2009-01-23,4,12,7,166,Below Average
8633,Ernesto Cummings,8633,6337,2013-06-07,2015-05-01,685,693,8:27,8:42,1,2013-04-05,0,8,7,148,Bad
8634,Jodie Russell,8634,3946,2010-08-23,2016-02-06,1994,1993,8:48,8:24,0,2010-05-21,1,11,8,223,Average
8635,Laura Josefy,8635,4660,2015-08-13,2018-04-27,983,988,10:43,7:34,0,2015-03-24,4,6,2,123,Average
8636,Travis Higgins,8636,4407,2018-04-24,2019-08-31,500,494,8:7,7:17,0,2017-12-23,1,3,3,158,Average
8637,Carrie Harmon,8637,4091,2010-08-05,2013-07-18,1074,1078,9:15,8:52,0,2010-03-06,2,11,8,223,Average
8638,Billy Rusten,8638,3741,2009-02-10,2015-03-14,2229,2223,8:48,8:19,1,2008-11-06,4,12,3,252,Good
8639,Robert Rosselle,8639,6578,2010-11-28,2016-04-25,1970,1975,8:38,8:47,1,2010-08-03,3,10,5,143,Below Average
8640,Allie Hatton,8640,7283,2014-09-05,2017-08-20,1089,1080,8:14,8:59,0,2014-05-29,5,7,2,131,Average
8641,Ross Hogan,8641,4793,2010-09-12,2012-09-19,738,738,8:24,8:0,0,2010-06-08,5,10,2,206,Good
8642,Danny Davis,8642,2532,2015-03-18,2015-12-09,269,266,10:41,7:40,1,2015-02-22,5,6,1,210,Excellent
8643,George Doane,8643,8691,2015-02-05,2015-09-18,216,225,8:9,7:31,1,2014-10-07,0,6,8,262,Below Average
8644,Edward Novak,8644,7538,2004-09-03,2010-02-21,2004,1997,10:9,8:3,1,2004-01-15,14,17,0,147,Good
8645,Raymond Espada,8645,1085,2014-07-15,2019-11-11,1938,1945,10:56,7:57,1,2013-10-04,6,7,2,259,Good
8646,Joe Wells,8646,7460,2002-08-29,2005-02-20,914,906,8:22,8:30,0,2002-06-08,5,18,8,174,Below Average
8647,Jan Love,8647,7428,2009-05-30,2016-05-12,2532,2539,8:8,7:29,1,2008-06-28,10,12,2,150,Average
8648,Thomas Rasmussen,8648,9116,2005-08-08,2009-10-19,1538,1533,10:27,8:28,0,2004-09-18,5,16,8,219,Below Average
8649,Michael Hammond,8649,8806,2010-02-04,2015-05-28,1935,1939,9:0,8:0,1,2009-05-13,1,12,5,178,Average
8650,Rosa Brangers,8650,9247,2009-07-03,2021-01-28,4227,4227,9:33,7:36,1,2009-07-02,1,11,2,269,Good
8651,Mary Galvan,8651,8892,2005-03-16,2009-07-01,1562,1568,8:39,8:36,1,2004-05-31,11,17,2,205,Average
8652,Michael Brown,8652,4794,2005-08-24,2011-09-21,2227,2219,10:8,7:43,0,2005-04-25,2,16,8,232,Average
8653,Goldie Borgia,8653,3640,2007-05-06,2019-09-09,4502,4509,10:43,8:32,0,2006-08-02,13,14,5,193,Good
8654,Gary Taylor,8654,6575,2015-06-05,2017-10-26,877,874,10:57,7:25,1,2014-06-19,3,6,0,110,Good
8655,Margaret Doyon,8655,9801,2003-01-12,2013-08-23,3874,3876,8:11,8:34,1,2002-06-10,4,18,6,208,Good
8656,Anne Lampley,8656,9300,2001-09-17,2020-03-14,6756,6753,9:33,8:7,0,2001-06-21,6,19,7,157,Bad
8657,Leon Defenbaugh,8657,3487,2006-08-11,2012-06-24,2140,2144,10:37,7:6,1,2006-03-07,11,15,1,187,Good
8658,Betty Bensman,8658,2487,2004-08-14,2016-11-26,4495,4487,8:32,8:53,1,2004-05-29,9,17,2,226,Good
8659,Ashley Stadther,8659,2320,2010-07-28,2010-09-05,34,39,9:29,8:16,1,2010-02-17,8,11,0,266,Excellent
8660,Mary Myers,8660,8248,2004-09-27,2005-06-17,269,263,8:55,8:34,1,2004-06-14,6,16,3,159,Average
8661,Edward Stefani,8661,4194,2017-04-14,2019-11-22,945,952,10:54,8:42,0,2016-12-19,1,4,6,259,Average
8662,James Castillo,8662,4244,2001-07-31,2005-05-28,1402,1397,8:46,7:43,0,2001-01-05,3,20,8,150,Bad
8663,Ray Schroot,8663,2052,2018-03-30,2019-12-29,632,639,10:35,8:45,1,2017-06-01,1,3,3,152,Average
8664,Kurt Horton,8664,6514,2016-12-20,2018-03-19,460,454,10:4,8:44,0,2016-11-17,3,4,2,245,Good
8665,Peter Goff,8665,5022,2008-03-02,2013-12-18,2116,2117,10:14,8:53,0,2008-01-03,4,13,8,227,Good
8666,Todd Ludlow,8666,6880,2002-06-19,2006-11-29,1628,1624,9:24,7:5,0,2002-01-05,9,19,7,261,Average
8667,Michael Hendrix,8667,1471,2016-11-08,2018-01-01,414,419,9:15,7:23,1,2016-02-27,2,5,0,162,Good
8668,James Comstock,8668,3381,2011-01-17,2011-03-06,53,48,9:12,8:50,0,2010-12-09,4,10,8,193,Below Average
8669,Thomas Knapp,8669,3872,2017-10-31,2020-05-20,930,932,8:5,8:11,0,2017-10-15,1,3,3,144,Average
8670,Magali Cromwell,8670,9519,2016-03-09,2018-12-02,1005,998,9:24,8:30,1,2015-06-21,0,5,1,151,Average
8671,Kyle Pascal,8671,6262,2002-11-08,2009-10-11,2526,2529,10:34,8:4,0,2002-01-23,8,19,7,225,Good
8672,Norman Cough,8672,3015,2005-06-07,2015-11-12,3814,3810,9:12,8:26,0,2005-01-03,12,16,3,170,Good
8673,Michael Robinson,8673,9182,2006-04-18,2020-02-10,5046,5046,10:44,8:1,1,2006-02-07,9,15,3,246,Good
8674,Carol Banks,8674,5433,2003-01-08,2007-09-27,1726,1723,9:46,8:9,1,2002-05-09,2,19,3,254,Good
8675,Norman Haskell,8675,8701,2008-01-16,2019-08-05,4210,4219,9:26,8:37,1,2007-02-11,11,14,2,193,Good
8676,Patrick Morgan,8676,5519,2018-06-17,2019-07-24,409,402,10:8,8:57,0,2017-12-14,1,3,3,175,Good
8677,Tyron Garcia,8677,3462,2010-05-29,2011-05-19,354,355,9:58,7:33,1,2009-12-05,6,11,0,123,Average
8678,Viola Ellis,8678,5112,2014-01-24,2021-03-01,2597,2593,9:43,7:52,1,2013-09-30,6,7,0,178,Good
8679,Roger Jenkins,8679,7331,2002-07-15,2017-03-16,5352,5358,9:30,8:4,0,2001-08-11,10,19,8,259,Average
8680,Maryann Tuenge,8680,7677,2014-03-16,2020-05-28,2267,2265,9:47,8:52,0,2013-11-06,5,7,3,201,Good
8681,Leon Tucker,8681,1621,2010-05-15,2019-11-27,3474,3483,8:44,7:11,0,2009-09-29,7,11,6,185,Average
8682,Sara Martinez,8682,7027,2013-02-24,2016-02-21,1092,1092,10:23,7:22,0,2012-11-27,3,8,2,166,Average
8683,Theda Burns,8683,2236,2003-01-15,2019-04-15,5931,5934,9:19,7:9,0,2002-11-18,3,18,7,213,Average
8684,Angela Robertson,8684,7107,2006-11-15,2015-10-11,3259,3252,8:12,7:27,0,2006-04-11,10,15,3,138,Average
8685,Philip Brooks,8685,6076,2016-10-24,2017-12-12,412,414,8:20,8:20,0,2016-09-22,1,4,2,168,Average
8686,Steven Dillon,8686,4599,2007-06-01,2012-02-10,1717,1715,10:25,8:1,1,2007-03-15,6,14,2,197,Good
8687,Jane Innis,8687,4587,2001-05-04,2002-02-22,287,294,8:32,7:42,0,2000-09-09,6,20,9,220,Below Average
8688,Ernie Donofrio,8688,3594,2009-10-29,2011-02-24,483,483,8:28,8:40,0,2009-09-30,5,11,7,101,Bad
8689,Linda Muller,8689,8683,2011-01-24,2013-12-14,1046,1055,8:14,7:3,1,2010-03-24,9,11,3,175,Good
8690,Leah Rodkey,8690,7638,2015-11-16,2018-03-27,869,862,8:27,8:0,1,2015-05-11,0,6,2,181,Good
8691,Lewis Cook,8691,3894,2008-09-22,2019-09-04,3998,3999,10:48,8:51,1,2007-10-17,5,13,5,157,Average
8692,Kim Cobbs,8692,8477,2005-07-31,2017-10-26,4475,4470,10:19,8:33,1,2005-06-02,8,15,2,247,Good
8693,Judith Blackmon,8693,3558,2011-03-29,2020-07-25,3405,3406,10:52,7:8,1,2010-04-04,7,11,1,244,Excellent
8694,Margaret Eggert,8694,8993,2011-09-12,2020-07-22,3243,3236,9:47,8:6,1,2011-05-23,8,10,1,152,Good
8695,Otis Woolum,8695,9076,2008-11-02,2015-10-16,2530,2539,8:37,7:11,0,2008-05-21,11,13,4,176,Average
8696,Freeman Green,8696,7921,2015-06-25,2019-05-09,1417,1414,10:31,7:55,1,2014-10-27,3,6,1,241,Excellent
8697,Bill Hereford,8697,2705,2014-09-08,2014-12-21,103,104,8:9,8:48,0,2014-04-20,2,7,0,240,Good
8698,Robert Curtis,8698,9559,2016-09-27,2017-03-06,168,160,10:46,7:54,1,2016-05-05,2,5,1,226,Excellent
8699,Roger Jones,8699,6002,2006-12-11,2018-09-16,4290,4297,9:8,7:5,1,2006-05-23,10,15,6,240,Good
8700,Diana Hoot,8700,8401,2006-11-22,2014-02-11,2641,2638,9:54,8:1,1,2006-04-26,1,15,3,253,Good
8701,David Stoudenmire,8701,8308,2007-12-05,2009-04-18,498,500,10:47,8:55,0,2007-04-28,3,14,7,174,Below Average
8702,Joe Drake,8702,9466,2012-04-04,2020-09-16,3090,3087,10:6,7:5,1,2011-04-21,1,10,3,213,Good
8703,Laurie Szabo,8703,6706,2018-11-09,2020-10-03,688,694,8:40,8:36,0,2018-09-05,1,2,2,195,Good
8704,Jon Dubberly,8704,6672,2002-11-17,2003-12-19,402,397,8:21,8:6,0,2002-08-20,7,18,7,230,Average
8705,Julianne Yost,8705,2141,2009-02-12,2011-08-12,902,911,8:20,8:22,1,2009-01-09,11,12,3,248,Good
8706,James Braggs,8706,5118,2004-11-16,2007-04-28,898,893,8:16,8:28,1,2004-03-27,9,17,2,274,Good
8707,Donn Williams,8707,2427,2003-10-24,2008-05-26,1673,1676,8:33,8:10,0,2003-01-15,12,18,8,217,Average
8708,Diana Hill,8708,4190,2004-07-07,2017-10-06,4843,4839,9:32,8:10,0,2004-03-09,10,17,8,229,Average
8709,Jennifer Toole,8709,8929,2003-07-20,2012-03-14,3160,3160,8:45,8:38,0,2002-10-22,12,18,8,173,Below Average
8710,Kevin Michaud,8710,4669,2003-06-22,2019-08-12,5902,5895,9:41,7:25,0,2002-11-23,1,18,8,146,Bad
8711,David Mclean,8711,2497,2014-05-18,2017-03-09,1025,1026,9:33,7:42,1,2013-06-02,3,7,0,151,Average
8712,Kristie Sawyer,8712,1736,2004-06-13,2020-01-15,5694,5694,10:40,7:16,0,2003-10-06,8,17,8,137,Bad
8713,William Conner,8713,2203,2017-12-09,2021-04-26,1234,1234,9:47,8:54,0,2016-12-14,3,4,2,198,Good
8714,Wesley Barger,8714,4651,2012-06-02,2016-12-29,1675,1671,8:2,7:7,0,2011-11-16,6,9,3,190,Good
8715,Byron Villiard,8715,8527,2009-08-18,2020-03-21,3859,3868,8:6,7:9,1,2009-07-09,8,11,2,206,Good
8716,Terry Jolly,8716,2369,2017-08-01,2017-12-07,132,128,8:46,8:50,1,2017-05-02,2,4,1,238,Excellent
8717,Jeffrey Lo,8717,8641,2014-02-03,2016-08-08,909,917,10:43,7:20,0,2013-11-28,2,7,8,193,Below Average
8718,Chad Longhurst,8718,1789,2013-04-28,2017-07-28,1553,1552,10:14,8:27,1,2012-11-23,3,8,0,176,Good
8719,Dave Tennill,8719,6826,2001-01-15,2014-09-01,4976,4977,8:14,7:26,0,2000-07-07,12,20,7,121,Bad
8720,Angeles Hollander,8720,9623,2016-03-21,2020-02-17,1433,1428,9:29,8:16,1,2015-11-30,3,5,1,145,Good
8721,Jason Lim,8721,1926,2015-02-19,2020-10-14,2055,2064,8:17,8:18,0,2014-10-15,2,6,6,212,Average
8722,Helen Huguley,8722,8525,2003-04-04,2013-04-09,3661,3658,9:58,8:50,0,2002-04-07,7,19,8,198,Below Average
8723,Irene Davis,8723,5450,2016-10-31,2016-12-04,28,34,9:12,8:38,0,2016-07-07,1,4,2,189,Good
8724,David Stewart,8724,3727,2012-01-08,2014-11-14,1043,1041,10:7,7:15,1,2011-09-05,0,9,3,200,Good
8725,Diana Guertin,8725,3603,2011-11-30,2013-08-10,610,619,10:30,8:53,0,2011-02-04,3,10,9,217,Below Average
8726,Christopher Mayer,8726,8376,2012-11-22,2017-04-13,1608,1603,8:43,7:27,1,2012-02-14,1,9,3,245,Good
8727,William Swem,8727,9534,2006-12-29,2016-09-23,3554,3556,9:31,7:34,0,2006-06-14,4,14,7,260,Good
8728,Donald Mainolfi,8728,3891,2014-01-18,2020-03-03,2239,2236,9:22,8:48,1,2013-11-01,2,7,1,206,Good
8729,Federico Allen,8729,2261,2005-02-09,2011-12-20,2503,2505,9:9,8:40,0,2004-12-06,1,16,7,249,Good
8730,Peggy Taylor,8730,8258,2009-08-01,2019-08-11,3669,3662,9:24,8:1,1,2008-08-14,11,12,0,154,Good
8731,Tamiko Mcdaniel,8731,6319,2014-04-26,2019-09-23,1969,1976,9:33,8:44,0,2013-06-01,6,7,6,147,Below Average
8732,Charles Ruffin,8732,9137,2005-03-20,2016-06-26,4121,4116,8:45,7:11,0,2004-08-03,11,16,2,148,Average
8733,Thomas Couch,8733,7452,2014-05-30,2015-06-03,360,369,9:20,8:33,1,2014-02-02,2,7,6,220,Good
8734,Luis Walker,8734,2899,2001-01-10,2008-05-05,2681,2672,8:56,7:53,0,2000-10-09,7,20,8,241,Average
8735,William Frick,8735,6345,2015-03-31,2019-03-04,1425,1434,8:25,8:2,1,2014-12-09,4,6,3,242,Good
8736,Charles Alston,8736,3131,2005-06-15,2013-08-22,2995,2990,9:15,7:38,0,2005-03-27,7,16,7,156,Bad
8737,James Swoope,8737,3269,2001-04-18,2001-12-18,238,244,8:12,7:3,0,2001-02-09,1,20,7,155,Bad
8738,Cecelia Mock,8738,8305,2005-12-01,2009-03-06,1191,1191,8:59,8:43,1,2005-02-13,3,16,3,211,Good
8739,Theresa King,8739,6954,2011-04-30,2020-05-04,3284,3292,9:22,8:23,0,2010-06-16,5,10,7,137,Below Average
8740,Linda King,8740,2406,2010-11-06,2011-02-23,117,109,8:24,7:37,1,2010-04-26,3,11,2,269,Good
8741,John Hay,8741,7070,2017-05-07,2019-01-23,617,626,9:36,7:22,0,2016-08-09,3,4,5,142,Below Average
8742,Deborah Shelton,8742,1830,2004-12-27,2015-03-31,3750,3746,9:10,8:23,1,2004-01-02,0,17,2,267,Good
8743,Vickie Harris,8743,2055,2002-10-02,2011-08-19,3236,3243,9:20,8:5,0,2002-06-02,6,18,10,134,Bad
8744,Carolyn Rhoades,8744,7664,2005-06-24,2006-10-20,492,483,10:42,7:45,0,2005-02-03,9,16,7,287,Average
8745,Carole Taylor,8745,7343,2007-06-19,2009-11-12,875,877,8:41,8:43,0,2006-07-29,7,14,7,134,Bad
8746,Susan Jackson,8746,9595,2003-10-15,2007-11-20,1505,1497,9:16,7:23,1,2003-07-13,2,17,3,185,Good
8747,Walter Muller,8747,2735,2014-05-27,2020-09-26,2310,2314,9:2,7:5,0,2014-03-01,3,7,3,181,Good
8748,Hugh Weatherby,8748,4086,2010-10-26,2010-11-22,36,27,9:56,8:51,0,2010-02-12,7,11,2,169,Good
8749,Rosa Hardy,8749,3548,2007-01-31,2014-07-17,2715,2724,9:15,7:35,1,2006-12-27,12,14,3,201,Good
8750,Alice Annino,8750,9110,2012-04-24,2016-11-10,1661,1661,10:42,8:24,1,2011-06-08,1,9,2,215,Good
8751,Allan Holcombe,8751,3706,2006-10-16,2015-12-27,3356,3359,9:13,7:29,0,2005-10-22,5,15,8,222,Good
8752,Sharon Perkins,8752,1222,2007-11-19,2012-11-06,1814,1814,8:36,7:28,0,2007-06-06,12,13,3,137,Average
8753,Jonathan Blair,8753,6690,2014-10-10,2018-08-13,1397,1403,9:32,7:4,1,2014-08-31,0,6,6,176,Average
8754,Sara Marin,8754,3476,2017-03-15,2019-05-27,809,803,10:34,8:24,0,2016-03-24,3,5,3,257,Good
8755,Chad Mondragon,8755,5774,2008-12-05,2015-03-20,2292,2296,8:4,7:1,1,2008-06-10,8,12,1,224,Excellent
8756,Dena Hamlin,8756,4232,2011-05-06,2015-07-28,1544,1544,9:33,8:30,0,2011-02-05,7,10,2,226,Good
8757,Ramona Wood,8757,7802,2005-01-31,2008-08-10,1279,1287,8:38,8:37,1,2005-01-28,0,16,8,196,Below Average
8758,Christi Chee,8758,9021,2001-10-30,2016-09-11,5439,5430,9:49,7:8,1,2001-01-15,10,20,3,256,Good
8759,Aaron Jensen,8759,2440,2007-07-04,2010-12-30,1266,1275,9:10,7:55,1,2006-10-03,13,14,2,153,Average
8760,Christopher Galayda,8760,7718,2016-12-05,2017-01-07,34,33,9:46,7:11,1,2016-09-05,3,4,0,221,Excellent
8761,Jeffrey Butterworth,8761,9232,2003-10-09,2015-11-02,4399,4407,8:15,7:22,0,2003-01-21,3,18,9,236,Below Average
8762,Tracey Nicholson,8762,2869,2010-06-30,2020-05-27,3625,3619,9:36,8:8,1,2009-10-15,7,11,1,137,Good
8763,Carolyn Mifflin,8763,4918,2014-04-08,2019-04-09,1822,1827,10:27,7:5,1,2013-10-23,6,7,1,256,Excellent
8764,Tori Ovall,8764,9734,2013-04-17,2017-02-15,1407,1400,10:38,7:18,0,2012-06-18,5,8,2,161,Good
8765,Robert Bartz,8765,8005,2007-12-05,2012-03-28,1569,1575,9:42,7:12,1,2007-02-28,9,14,3,167,Good
8766,Arlene Mansfield,8766,3952,2010-03-22,2019-05-12,3342,3338,10:56,7:27,1,2009-08-27,5,11,3,194,Good
8767,Walter Mcdonald,8767,2363,2008-09-17,2014-04-21,2036,2042,9:55,8:29,1,2008-04-02,12,13,1,231,Excellent
8768,Michael Martinez,8768,6843,2001-06-16,2010-12-14,3476,3468,10:57,7:40,1,2000-09-06,12,20,3,152,Average
8769,Jason Wiggins,8769,6459,2010-10-18,2015-06-25,1706,1711,8:59,7:48,1,2009-11-10,5,11,6,150,Below Average
8770,Todd Nalevanko,8770,5667,2018-07-25,2020-03-22,606,606,8:52,7:35,1,2018-06-16,1,2,1,207,Excellent
8771,Daniel Ballentine,8771,3195,2013-09-16,2020-06-24,2472,2473,9:24,8:0,0,2012-11-25,3,8,1,172,Average
8772,Barbara Tvedt,8772,3902,2012-09-24,2016-04-15,1303,1299,8:7,7:55,0,2012-03-24,5,9,2,273,Good
8773,Curtis Fiorello,8773,1918,2008-10-08,2012-10-21,1465,1474,8:2,7:38,1,2008-07-29,10,12,2,134,Average
8774,Gary Plitt,8774,3462,2012-01-09,2019-01-19,2576,2567,8:15,7:33,1,2011-05-03,3,10,3,109,Average
8775,Benjamin Sneeden,8775,5187,2016-12-19,2021-03-24,1548,1556,8:16,7:21,0,2016-10-05,0,4,6,124,Bad
8776,Barbie Watson,8776,5637,2014-09-07,2021-03-02,2377,2368,8:45,8:1,0,2014-04-20,0,7,7,253,Average
8777,Jonathan Knedler,8777,1460,2012-09-05,2018-05-19,2081,2082,10:13,7:32,1,2012-08-20,3,8,1,224,Excellent
8778,Carolyn Mullinix,8778,2216,2017-06-22,2019-11-08,875,869,10:50,7:22,0,2017-02-27,0,4,2,217,Good
8779,Carol Cameron,8779,1591,2013-12-24,2019-02-16,1877,1880,9:33,8:21,0,2013-01-26,5,8,3,148,Average
8780,Ramona Estes,8780,3537,2017-05-17,2021-04-19,1435,1433,9:22,8:34,1,2016-09-13,1,4,1,240,Excellent
8781,Horace Peters,8781,9024,2001-05-24,2009-02-26,2832,2835,8:24,8:1,1,2001-03-19,2,20,5,226,Good
8782,Mildred Mcguire,8782,1890,2003-03-18,2019-08-19,6004,5998,10:38,7:1,0,2002-07-08,5,18,7,176,Below Average
8783,Mario Begay,8783,1247,2010-02-19,2013-03-08,1111,1113,10:37,7:48,1,2009-09-21,4,11,4,248,Good
8784,Miguel Aust,8784,1497,2010-12-10,2019-02-26,3000,3000,10:10,8:28,1,2010-02-12,0,11,3,206,Good
8785,Bernard Bixby,8785,4515,2018-09-25,2021-02-11,868,870,8:58,8:5,1,2017-11-09,1,3,0,192,Excellent
8786,Jonathon Smith,8786,4753,2001-06-09,2010-10-13,3413,3413,9:48,7:23,0,2001-05-24,1,20,7,140,Bad
8787,Priscilla Swanson,8787,9006,2016-05-12,2018-11-23,917,925,8:54,7:5,1,2015-12-13,1,5,2,141,Average
8788,Lisa Moon,8788,4105,2007-10-28,2021-03-12,4885,4884,10:26,7:24,0,2007-04-04,0,14,7,220,Average
8789,Vickie Mankin,8789,3420,2001-05-05,2013-07-21,4456,4460,10:28,7:32,0,2001-03-12,0,20,7,140,Bad
8790,Edgar Riddley,8790,6247,2015-02-25,2015-07-08,141,133,9:14,8:39,1,2015-02-07,3,6,0,194,Excellent
8791,Rachel Bennett,8791,7553,2015-10-08,2021-02-26,1966,1968,8:47,7:46,0,2015-05-04,1,6,1,228,Good
8792,Kelly Stinson,8792,6818,2001-03-20,2015-02-06,5080,5071,9:57,8:25,0,2000-04-22,14,21,8,238,Average
8793,Jeffrey Magee,8793,5461,2016-10-13,2020-09-22,1435,1440,9:13,7:29,0,2015-12-23,4,5,3,207,Good
8794,Cindy Landi,8794,6235,2005-04-30,2019-08-18,5226,5223,9:48,7:49,0,2004-09-15,13,16,2,164,Good
8795,Salina Thomas,8795,5145,2014-06-30,2018-11-11,1595,1595,9:53,8:43,1,2014-01-09,5,7,0,224,Excellent
8796,Lamont Armstrong,8796,3059,2007-05-07,2007-09-14,132,130,8:28,7:39,1,2007-04-24,13,14,1,201,Excellent
8797,John Beacom,8797,7420,2011-03-07,2015-01-06,1394,1401,9:16,8:19,1,2010-10-29,5,10,5,171,Average
8798,Jose Brink,8798,2741,2004-12-17,2005-02-21,66,66,9:55,8:31,1,2004-03-13,2,17,3,131,Average
8799,Jacob Mittlestadt,8799,7346,2003-04-11,2007-10-01,1633,1634,10:45,7:28,0,2002-12-26,15,18,2,239,Good
8800,Casandra Adams,8800,9529,2001-05-07,2010-11-16,3485,3480,8:32,8:35,1,2000-09-22,3,20,2,202,Good
8801,Lola Floyd,8801,7785,2014-09-18,2015-02-14,149,149,10:45,8:24,0,2013-11-27,2,7,3,137,Average
8802,Karen Hicks,8802,8855,2008-02-19,2016-04-18,2987,2981,8:32,8:26,0,2007-02-21,10,14,2,153,Average
8803,Wiley Majors,8803,5510,2004-07-18,2004-12-15,142,150,10:3,7:35,0,2004-03-16,5,17,9,219,Below Average
8804,John Hollabaugh,8804,8388,2007-05-14,2018-06-04,4041,4039,10:22,8:48,1,2006-08-07,10,14,1,194,Excellent
8805,Judith Yokota,8805,1741,2006-04-16,2009-06-06,1141,1147,9:43,7:26,0,2005-12-17,3,15,7,228,Average
8806,Amanda Doe,8806,8429,2014-10-19,2016-07-12,636,632,9:32,7:27,0,2014-06-30,4,6,2,177,Good
8807,Sandra Boersma,8807,8102,2010-05-06,2020-04-07,3615,3624,10:29,8:52,1,2009-06-03,5,11,8,181,Below Average
8808,Jeremy Dixon,8808,1286,2007-11-09,2014-10-13,2530,2530,10:14,7:21,0,2007-10-24,3,13,8,280,Average
8809,Jennifer Koss,8809,4369,2001-10-11,2013-09-18,4354,4360,9:0,7:14,1,2001-04-04,18,20,0,133,Average
8810,Rosario Murry,8810,2950,2015-12-21,2020-10-10,1756,1755,9:37,8:16,1,2015-08-02,4,5,1,237,Excellent
8811,Glenn Pope,8811,5101,2017-06-28,2018-03-04,243,249,8:38,8:7,1,2017-03-01,3,4,1,152,Average
8812,Robert Whitt,8812,8058,2003-09-01,2017-07-07,5061,5058,10:19,7:9,1,2002-10-04,14,18,0,280,Excellent
8813,Ricardo Whittle,8813,9067,2009-04-21,2012-07-16,1179,1182,10:24,7:9,1,2009-02-05,3,12,4,253,Good
8814,Bobby Kelly,8814,7251,2002-09-27,2005-02-06,867,863,9:46,7:42,0,2001-11-06,7,19,7,105,Bad
8815,Blaine Koester,8815,4124,2016-05-27,2018-04-24,689,697,9:13,8:30,0,2015-08-30,3,5,5,159,Below Average
8816,William Unrein,8816,8320,2002-10-26,2011-02-06,3032,3025,8:37,8:53,1,2002-07-23,14,18,0,257,Excellent
8817,Caroline Pettinato,8817,2064,2017-06-24,2019-06-07,711,713,9:9,8:21,1,2017-04-19,0,4,1,202,Excellent
8818,Kiera Huffman,8818,6564,2015-07-17,2017-07-19,735,733,8:33,8:3,1,2015-02-08,4,6,1,241,Excellent
8819,Brian Zuniga,8819,8649,2007-11-01,2010-03-28,872,878,9:1,7:22,1,2007-10-14,3,13,6,267,Good
8820,Lorraine Fortune,8820,1117,2002-02-17,2016-11-15,5388,5385,10:40,8:43,0,2001-08-13,18,19,2,175,Average
8821,Bill Tidmore,8821,9205,2013-11-25,2017-12-01,1464,1467,10:3,7:7,1,2012-11-27,3,8,0,257,Excellent
8822,Joseph Buendia,8822,6324,2005-11-02,2012-08-14,2478,2477,9:48,8:39,1,2005-03-23,2,16,3,240,Good
8823,Manuel Blash,8823,8845,2008-02-03,2008-04-17,73,74,9:9,8:49,1,2007-08-19,12,13,0,181,Excellent
8824,Barry Crowley,8824,2635,2014-04-21,2021-05-07,2577,2573,9:3,8:9,0,2014-04-19,2,7,2,271,Good
8825,David Mason,8825,8725,2011-04-05,2012-09-27,538,541,8:2,8:57,1,2010-10-21,4,10,5,151,Average
8826,Andrew Sutton,8826,8076,2005-04-28,2008-08-30,1222,1220,8:41,7:22,0,2005-01-22,13,16,2,168,Good
8827,Julie Valerio,8827,6829,2007-09-26,2015-10-07,2924,2933,8:46,7:49,1,2007-06-12,4,13,8,265,Average
8828,Johnny Bussard,8828,3764,2005-06-20,2014-03-14,3196,3189,8:16,8:11,1,2005-01-11,13,16,1,204,Excellent
8829,Reginald Caravati,8829,8474,2008-09-24,2020-01-21,4133,4136,10:30,8:49,0,2008-07-04,8,12,2,223,Good
8830,Julia Brenton,8830,1394,2004-06-01,2018-09-24,5236,5228,8:9,8:59,1,2004-04-26,3,17,2,136,Average
8831,Shannon Ball,8831,2256,2010-05-29,2016-06-19,2209,2213,9:4,7:53,1,2009-12-09,7,11,1,184,Good
8832,Mary Arp,8832,1878,2016-07-08,2020-12-24,1639,1630,10:38,8:33,0,2015-09-01,0,5,2,186,Good
8833,Bonnie Baggett,8833,4132,2013-05-04,2014-12-13,581,588,9:23,7:5,1,2013-02-12,1,8,7,128,Bad
8834,Michael Omeara,8834,1548,2005-10-31,2010-12-28,1893,1884,10:37,8:33,0,2005-07-19,11,15,2,211,Good
8835,Ronald Urena,8835,6106,2006-07-20,2007-06-04,314,319,8:2,8:8,1,2006-03-20,0,15,4,236,Good
8836,Rodolfo Goulet,8836,9078,2016-06-13,2021-02-22,1721,1715,9:42,8:4,1,2015-12-30,1,5,0,214,Excellent
8837,Abel Jones,8837,3196,2001-03-19,2018-10-16,6414,6420,8:38,8:11,0,2001-03-04,19,20,2,274,Good
8838,Mary Miller,8838,7007,2006-03-15,2017-03-08,4019,4011,10:59,8:18,1,2005-10-03,14,15,1,165,Good
8839,Jamie Tuenge,8839,3465,2001-08-02,2006-11-27,1936,1943,9:7,7:29,0,2000-11-14,12,20,9,235,Below Average
